id,metadata
589,{'title': 'I’ve Written 753 Articles. It’s Only Now I Feel Like a\xa0Writer. And maybe that’s a bad\xa0thing'}
590,"{'title': 'The Power of Conflict in Storytelling for Copywriting There is no story, thus no persuasion, without…'}"
591,{'title': '7 Email Best Practices That Will Help You Sell Your Product\xa0Online From someone who hates\xa0reading…'}
592,"{'title': '<strong class=""markup--strong markup--h3-strong"">The 3 Practical Questions I Ask Myself When Building an Online Writing Portfolio</strong> We can write\xa0about…'}"
593,"{'title': 'Use Better Words to Be More Inclusive This Week In Writing, we talk about words to avoid in 2023,\xa0a…'}"
594,"{'title': 'The Best Solution Is To Become Bulletproof Criticism hurts, but you won’t die from it. And it’s absolutely essential'}"
595,{'title': '3 Easy Ways to Improve Your Novel’s Romantic Chemistry Satisfy Your Readers with a Swoon-Worthy…'}
596,{'title': 'How to Avoid These 4 Time-Consuming Mistakes While Teaching Yourself Data\xa0Analysis nan'}
597,"{'title': 'Writing Code to Produce Images with\xa0ChatGPT If images are just matrices of pixel values, can\xa0ChatGPT…'}"
598,{'title': 'How to Calculate Conditional Probabilities from Any DataFrame in 3 Lines of\xa0Code Learn to write\xa0a…'}
599,{'title': 'Behind the Scenes of a Deep Learning Neural Network for Image Classification Is it magic or\xa0just…'}
600,"{'title': 'A Visual Explanation of Variance, Covariance, Correlation and Causation Improve your data analysis…'}"
601,{'title': 'Configuring a Minimal Docker Image for Spatial Analysis with\xa0Python Learn how to install the\xa0basic…'}
602,{'title': '6 Steps to Making Data Reliability a\xa0Habit Some organizations approach data quality like a crash\xa0diet…'}
603,{'title': 'Decision Trees: Introduction & Intuition Making data-informed decisions with\xa0Python'}
604,{'title': 'How To Solve Travelling Salesman Problem With Simulated Annealing Getting the optimal solution to\xa0the…'}
605,{'title': 'The Magic of Quantum Computing: A Beginner’s Guide to Writing a Magic Number Guessing\xa0Game nan'}
606,{'title': 'Poisson Regression in\xa0R Statistics in R\xa0Series'}
607,{'title': 'Wordle Word Length and Letter Frequency Analysis using\xa0Julia Exploring Wordle word dataset to\xa0improve…'}
608,"{'title': 'To Guarantee Impartial AI Decisions, Lady Justice Needs to\xa0Blink Why is deleting the sensitive…'}"
609,{'title': 'An Example of Sequence Modelling with Transformer Some concepts\xa0about…'}
610,{'title': 'Storytelling with\xa0Charts Part 1: Displaying a single quantitative variable'}
611,{'title': 'Image Filters with\xa0Python A concise computer vision project for building image filters using\xa0Python'}
612,"{'title': 'Electric Cars In the Netherlands: Exploratory Data Analysis with\xa0Python Data analysis and visualization with Python, Pandas, and\xa0Bokeh'}"
613,{'title': 'More on Road Network\xa0Matching Road network matching shenanigans'}
614,{'title': 'Profiling Python Code with\xa0cProfile In this article we will explore how to profile Python code\xa0with…'}
615,{'title': 'How to Evaluate Unreported Epidemic Infections with Iterated Filtering An implementation with TFP\xa0for…'}
616,{'title': 'Water Contact Time and Extraction in Espresso: an Experiment nan'}
617,{'title': 'UX Cheat Sheet: Common login\xa0patterns nan'}
618,{'title': 'How loss is experienced by designers and 10 tips to find yourself\xa0again nan'}
619,{'title': 'Defying physics in\xa0UX What video game mechanics can teach us about ideal experiences.'}
620,"{'title': '<strong class=""markup--strong markup--h3-strong"">Rise of the ghost\xa0firm</strong> On-demand teams and the future of creative\xa0work'}"
621,{'title': 'How I multiplied my passive income stream of $1000/month into $5000/month nan'}
622,"{'title': 'If You’re Not Failing Online, You’re Not Trying Cool Enough\xa0Sh!t When you accidentally create\xa0inhuman…'}"
623,{'title': 'How to Monetize Your Expertise Online in 4 Simple Steps Using the TACO Framework Ditch overwhelm and…'}
624,{'title': 'Twitter Will Now Share Ad Revenue With Creators + Other Monetisation You Should\xa0Know nan'}
625,{'title': 'Are You Losing the Interest to Keep Writing? Here’s What You Need to\xa0Do Do you ever feel like\xa0you’re…'}
626,"{'title': 'When You Write About People in Your Life, Anticipate Consequences Who owns the “rights” to our\xa0stories?'}"
627,{'title': 'Dear Writer\u200a—\u200aBe Wary of Using the Wrong\xa0Tools They can turn you into\xa0a…'}
628,"{'title': 'The Powerful Effect of Using “Words That\xa0Work” Subtle changes, BIG\xa0meaning'}"
629,"{'title': 'How to Write About Technology On the art, craft, and aesthetics of technical writing'}"
630,"{'title': 'Writing Online is Like Drinking Kombucha. It Sucks At First, But You’ll Learn to Love\xa0It. nan'}"
631,{'title': 'How to Skip Tasks in Airflow\xa0DAGs Skipping tasks in Airflow DAGs based on specific conditions'}
632,{'title': 'Best Practices for Python Development Set up and use a professional Python repository'}
633,{'title': 'How Companies Can Stop Failing at AI and Data-Driven Decision-Making Four levers can help business…'}
634,{'title': 'A Quick Guide to Design Rigorous Machine Learning Experiments How to compare ML models\xa0reliably'}
635,{'title': 'How to Create Beautiful Waffle Charts for Data Visualisation in\xa0Python A Great Alternative to\xa0Pie…'}
636,{'title': 'How to Treat Data as a\xa0Product Maximize the leverage you get from data by applying product management…'}
637,{'title': 'Learn Discrete Fourier Transform (DFT) Mathematical and Coding Perspective'}
638,{'title': 'Training XGBoost On A 1TB\xa0Dataset SageMaker Distributed Training Data\xa0Parallel'}
639,{'title': 'Introducing a Dataset to Detect GPT-Generated Text How to create datasets for ChatGPT detection models'}
640,"{'title': '10 Useful Hints and Tricks for Improving Physics-Informed Neural Networks\xa0(PINNs) A handful of tricks concerning the sampling, architecture, activation function, loss balancing, optimisers, data…'}"
641,{'title': 'Everything You Need to Know About Heatmap\u200a—\u200aTutorial With\xa0PowerBI Understand all the ins and outs\xa0of…'}
642,{'title': 'Expose Kubernetes Volumes Securely Over HTTP: How to Serve PVC on the\xa0Internet Create Kubernetes…'}
643,"{'title': 'How I prototype to communicate, not complicate, in\xa0Figma 5 prototyping techniques to help get\xa0your…'}"
644,{'title': 'Implementing good UX in an early-stage startup: a practical guide Tips for finding affordable UX…'}
645,"{'title': 'Train yourself, not the model: a designer’s view on language\xa0models This post discusses our…'}"
646,{'title': 'The future of user interfaces: AI at the forefront Examining the current and future possibilities of…'}
647,{'title': 'The human\xa0search Why humanization of human-to-machine dialogues is one of Generative AI’s biggest\xa0wins.'}
648,{'title': 'Money-Making Principles I Know at 36 That I Wish I Knew at\xa021 Being broke really\xa0sucks'}
649,{'title': '30+ Killer AI Tools Other Than ChatGPT That Are So Valuable That They Feel Illegal To Know\u200a—\u200aNo\xa0BS nan'}
650,{'title': 'How to Make Your LinkedIn Profile Less\xa0Boring 5 easy\xa0tips.'}
651,"{'title': '<strong class=""markup--strong markup--h3-strong"">6 Powerful Tools To B</strong> Steal my tech stack to fast-track your\xa0growth…'}"
652,{'title': '5 Free Tools I’m Using To Build My Writing\xa0Business Start and grow your side hustle with these\xa0$0…'}
653,{'title': 'How to Increase Your Writing Success- 10 Tips Every Writer Should\xa0Know I have a solution for\xa0you.'}
654,{'title': 'What Many Writers Don’t Understand About Character Development How to make readers care about\xa0your…'}
655,"{'title': 'Beginner’s Guide on Writing in Present\xa0Tense What it is, how to use\xa0it…'}"
656,{'title': '6 Tips for Working on Your Book in a\xa0Cafe How to become that moody writer in the\xa0corner'}
657,{'title': '4 Layers to Enjoying Being\xa0Creative And the risks at each\xa0layer'}
658,{'title': 'First Drafts\xa0Suck What I learned about editing my first draft into a compelling story.'}
659,"{'title': 'Write Now With L.M.\xa0Bracklow Today’s Write Now interview features L.M. Bracklow, Peruvian author,\xa0dog…'}"
660,{'title': 'Making a Scene: How to Go Deep to Maximize Action and\xa0Emotion Are you getting the most out of\xa0every…'}
661,{'title': 'What Is Intelligent Process Automation (IPA)? Artificial intelligence is changing the game in\xa0many…'}
662,{'title': 'Ethical Considerations In Machine Learning\xa0Projects Don’t forget these topics when building AI\xa0systems'}
663,"{'title': 'Understanding DeepMind Matrix Multiplication DeepMind matrix multiplications on NVIDIA V100, Tesla\xa0T4…'}"
664,"{'title': '4 Ideas for Physics-Informed Neural Networks that\xa0FAILED Here is a list of extensions for PINNs that either did not improve their performance, or broke them completely\u200a—\u200aso you do not have to try\xa0them…'}"
665,{'title': 'Is dark mode simply a time\xa0sink? Or is light mode the\xa0problem?'}
666,{'title': 'How I Built My Own Niche in a Crowded Online World (With a\xa0Job) How to work out where you\xa0fit'}
667,{'title': 'Microsoft Just Silently Launched a New AI Search Feature That Makes Google\xa0Obsolete nan'}
668,"{'title': 'How to Borrow an Audience and Accelerate Growth when You Are a\xa0Nobody Enjoy content, help people,\xa0make…'}"
669,{'title': 'The Fear of Failure Is Holding New Bloggers\xa0Back Here is my secret for succeeding anyway'}
670,{'title': 'The #1 Life Lesson From Willy Wonka and the Chocolate Factory 90% of People\xa0Miss “Luck” is a homemade…'}
671,{'title': 'The 7 Most Important Scenes in a Swoon-Worthy Romance\xa0Novel It’s not just about the kissing. Although…'}
672,{'title': '4 Tips To Start Writing Your\xa0Memoir A guide for writers who want to share life\xa0stories'}
673,{'title': 'Avoid Cliches Like the\xa0Plague Tools for ridding your writing of tired\xa0phrases'}
674,{'title': 'What A Reader Seeks\u200a—\u200a3 Valuable Writing Tips Learnt From Being A\xa0Reader Being in the shoes of one\xa0who…'}
675,{'title': 'Ten Months to Publication: One Month To Go and\xa0Feelings nan'}
676,{'title': 'Building a Data Lake on PB scale with Apache\xa0Spark How we deal with Big Data at\xa0Emplifi'}
677,{'title': 'Text Pattern Extraction: Comparing GPT-3 & Human-in-the-Loop Tool Preliminary experiments and\xa0results…'}
678,{'title': 'How to Compare Two Tables For Equality in\xa0BigQuery Compare tables and extract their differences with…'}
679,{'title': 'Time Series Transformations (and Reverting) Made\xa0Easy Exploring transformations for time series\xa0and…'}
680,{'title': '4 Useful BigQuery SQL Functions You May Not\xa0Know And how to use\xa0them'}
681,{'title': 'Why Simple Models Are Often\xa0Better The significance of Occam’s Razor in data science and\xa0machine…'}
682,{'title': 'How I Set Up Data Science Projects (with VS Code and\xa0DVC) An inspiration from software development'}
683,"{'title': 'Tree Ensembles: Bagging, Boosting and Gradient\xa0Boosting Theory and practice explained in\xa0detail'}"
684,{'title': 'Dynamic MIG Partitioning in Kubernetes Maximize GPU utilization and reduce infrastructure costs.'}
685,{'title': 'Audio Data Takes Center\xa0Stage Our weekly selection of must-read Editors’ Picks and original\xa0features'}
686,"{'title': 'Login form UI design\xa0guide How to design a login form, including portfolio annotations and hierarchy…'}"
687,{'title': 'Understanding typography: Giambattista Bodoni and the invention of modern\xa0type Invoking royalty\xa0and…'}
688,"{'title': 'Version control is a skill UX can learn to make their lives\xa0easier Use Components, Variants, and…'}"
689,{'title': 'RestoTech: a user-centred approach to innovation nan'}
690,{'title': 'The Goal in Life Should Be to Become Unemployable It’s not what you think and has nothing to do\xa0with…'}
691,{'title': 'Start a Business in 2023 and Let AI Do All the Boring Work for\xa0You Seven powerful AI tools\xa0every…'}
692,{'title': 'The Most Lucrative Alternative to Being an Influencer 10k per month doing UGC part-time? Is\xa0it…'}
693,"{'title': 'Ditch The Newbie Struggle With These 3 Must Follow Freelancing Tips <strong class=""markup--strong markup--h4-strong"">A Guide on How to\xa0Start</strong>'}"
694,{'title': 'Don’t Watch Wrestling For The Drama. Watch For Business\xa0Advice. Some of the best tips come\xa0from…'}
695,{'title': 'Top 6 Time-Wasting Habits of Writers & How to Avoid\xa0Them To keep your sanity and productivity high…'}
696,{'title': 'What To Write About If You Want To Make Money Off the Internet\xa0Quickly The easy yet frustrating truth…'}
697,{'title': 'This is How Every Story Should\xa0End How to Write the Climactic Battle'}
698,{'title': 'How to Write Engaging and Accessible Tech\xa0Content The 6 best tips for writing compelling tech\xa0stories'}
699,{'title': 'How to Structure an ML Project for Reproducibility and Maintainability Start Your Next ML\xa0Project…'}
700,{'title': 'Learn to be a Data Science\xa0Leader 5 resources for learning the skill that no one will teach\xa0you'}
701,"{'title': '<strong class=""markup--strong markup--h3-strong"">Evaluation of Machine Learning Classifiers</strong> <strong class=""markup--strong markup--h4-strong"">Explanation of Bias-Variance Analysis, Regularization</strong>'}"
702,"{'title': 'Learning Python for Data Science On-the-Job, Part 2:\xa0Practice A side-by-side case study of\xa0linear…'}"
703,"{'title': 'Is AI going to steal your job and burn down your\xa0house? <em class=""markup--em markup--h4-em"">Public and professional perceptions of</em>'}"
704,{'title': 'Why tech companies are turning to product designers Thoughts on transitioning from UX to\xa0product…'}
705,{'title': 'The problems with\xa0screens nan'}
706,{'title': '5 EdTech trends that will stay in\xa02023 The future of education technology'}
707,{'title': 'Detecting AI-Generated Text Did ChatGPT write this? We deserve to\xa0know.'}
708,{'title': '11 Ways I’ve Created Job-Free Income for\xa0Myself nan'}
709,{'title': 'AI Content Specialists Are the Next Phase in the Evolution of Freelance Writing It’s in a freelancer’s…'}
710,{'title': 'NFTs Will Revolutionize Intellectual Property (IP) And Now You Can Grab a Piece of The\xa0Pie nan'}
711,"{'title': 'How to Make Your First $1,000 as an Online\xa0Creator For those who have yet to get\xa0there'}"
712,{'title': '8 Things I Wish I Knew Before Launching My Online\xa0Business Starting an online business is a\xa0big…'}
713,{'title': 'Don’t Hit Publish Before Asking Yourself This One Important Question Always try to consider\xa0the…'}
714,{'title': 'What Makes Me Skip Your\xa0Story Any of these 5 things will get me out of your story within 10\xa0seconds'}
715,{'title': '5 Ways Writers Can Adapt to the Introduction of AI Writing\xa0Tools nan'}
716,{'title': '3 Easy Tips to Turn Your Personal Experience Into Life Lessons and Help Others Through\xa0Writing nan'}
717,{'title': 'Want To Be A Writer? Get A Real\xa0Job Getting a day job made me more creative. Here’s\xa0why.'}
718,{'title': 'Learning and Inference in a Forward Pass: The New Framework Learning and inference unified into\xa0a…'}
719,"{'title': 'Data Governance, but Make It a Team\xa0Sport There’s no'}"
720,{'title': 'Transformer Models For Custom Text Classification Through Fine-Tuning A tutorial on how to build\xa0a…'}
721,{'title': '3D and Motion in Data Visualisation How an open source tool behind many Hollywood special effects\xa0can…'}
722,{'title': 'On AI and Types of Reasoning How does AI Make Decisions?'}
723,"{'title': 'The future of UX: 2023 and\xa0beyond Despite anxiety about the economy and AI, the future of UX\xa0is…'}"
724,"{'title': 'Designing a robust right-to-left UI in Arabic, Hebrew and\xa0Farsi Secret tips and tricks for UI and\xa0UX…'}"
725,"{'title': '<strong class=""markup--strong markup--h3-strong"">Why you should define a purpose before you try solving\xa0problems</strong> <em class=""markup--em markup--h4-em"">Addressing solutions from\xa0the</em>'}"
726,{'title': 'How UX can use Product to design solutions for user and business\xa0needs Ask your product teams\xa0about…'}
727,{'title': 'The Smart Way to Get Rid of Shitty Customers and Regain Your Headspace All business owners\xa0or…'}
728,{'title': '5 Expensive Investments My Solopreneur Business [Sadly] Needs This\xa0Year And I’m not too happy about\xa0it.'}
729,{'title': '5 Ways of Using Storytelling to Convert Procrastinators into Action-takers How you can drive\xa0urgent…'}
730,{'title': '4 Ways I Get Clients Without Sending Cold\xa0Emails Marketing yourself Vs. Sales pitching\u200a—\u200asee\xa0what…'}
731,{'title': '7 Leadership Lessons From The Best And Worst Leaders I’ve Encountered How to be a good leader\u200a—\u200aat…'}
732,{'title': 'Contrepreneur Strategies to Avoid in The Digital\xa0Economy Tech has lowered the barrier to imitate\xa0real…'}
733,{'title': 'Don’t Find Time to Hustle\u200a—\u200aFind 3 Tasks That Propel You\xa0Forwards How to Get 37x Better in One\xa0Year'}
734,{'title': 'BookTok: A Double-Edged Sword for the Publishing Industry The Dark Side of BookTok’s Viral\xa0Books'}
735,{'title': 'How to Keep Your Head Up as a Non-Native Writer A Case Study from one “Non-Native” English\xa0Writer'}
736,{'title': 'When Your Characters Rebel How to Quell the Confusion Within Your\xa0Story'}
737,{'title': 'A Complete guide to data-driven customer acquisition nan'}
738,{'title': '10 trends that will shape the role of data scientists in the next\xa010… nan'}
739,{'title': 'Predicting Metadata for Humanitarian Datasets Using\xa0GPT-3 nan'}
740,{'title': 'Mean Absolute Log Error (MALE): A Better “Relative” Performance Metric Introducing the MAE and MSE\xa0of…'}
741,{'title': 'Mean Average Precision at K (MAP@K) clearly explained One of the most popular evaluation metrics\xa0for…'}
742,{'title': 'Introduction to p-value and Significance Testing with\xa0Examples Understand the idea behind\xa0the…'}
743,{'title': 'How Simpson’s Paradox Can Mislead Statistics And why ML interpretations are not always\xa0reliable'}
744,{'title': 'Business Document Understanding Classify document entities using LayoutLM\xa0Model'}
745,{'title': 'How to Implement Learning to Rank Model using\xa0Python The step-by-step guide on how to implement the…'}
746,"{'title': 'XGBoost now support MAE as objective. How is that possible, as MAE is non-smooth?'}"
747,{'title': 'An Intuitive Explanation for Inverse Propensity Weighting in Causal Inference Understanding the\xa0roots…'}
748,"{'title': 'Sampling\u200a—\u200aThe Unsung Hero of Data\xa0Science Sampling: Methodologies, Implementation and Comparison'}"
749,{'title': 'Naive Bayes from scratch with TensorFlow Probabilistic Deep\xa0Learning'}
750,{'title': 'What is a Life Cycle Assessment? LCA Learn how Life Cycle Assessment can help businesses evaluate the environmental impacts of a product over its entire life cycle and improve sustainability.'}
751,{'title': 'The real power of Data Science is hiding in plain\xa0sight By focusing on\xa0method…'}
752,{'title': 'Easy CDK Deep Learning EC2 Instances Deploying an EC2 instance for deep learning is easy with\xa0CDK'}
753,{'title': 'Implementing AI is like buying and driving a car (but different) An analogy to help explain\xa0common…'}
754,{'title': 'Do Discretized Qubits Work In Practice? What if a qubit is more than just 0 or\xa01?'}
755,{'title': 'Tips to Understand Regular Expressions in\xa0R Gain more knowledge in regexp with\xa0stringR'}
756,{'title': 'What is\xa0DevOps? Get to know the new Principal of Programming'}
757,"{'title': '<strong class=""markup--strong markup--h3-strong"">Contextual Text Correction Using\xa0NLP</strong> <strong class=""markup--strong markup--h4-strong"">Detecting and correcting errors that involve modeling\xa0context</strong>'}"
758,{'title': 'Product Managers Must Decide: Features or User\xa0Design Product managers must decide to optimize\xa0user…'}
759,{'title': 'Understanding the role of language in product\xa0design A guide to UX writing for designers'}
760,{'title': 'Mark Manson’s Popular Book That Transformed Pop Culture Was No\xa0Accident “I just googled other\xa0content…'}
761,{'title': 'How I Make a Full-Time Income by Writing Backward\xa0Articles Using the power of inverted writing\xa0to…'}
762,{'title': 'What Made You $1000 Won’t Make You $10k As A\xa0Writer Mindset shifts that will massively boost\xa0your…'}
763,"{'title': '<strong class=""markup--strong markup--h3-strong"">Time-Blocking for Content Creators: A Simple Guide to Better Efficiency</strong> <strong class=""markup--strong markup--h4-strong""><em class=""markup--em markup--h4-em"">Use these five secret\xa0blocks</em></strong>'}"
764,"{'title': 'Predict Your Freelance Income With a What-If Calculator Reduce the stress, even if your income\xa0is…'}"
765,"{'title': 'Should You Use AI to Write for Your Side\xa0Hustle? Maybe, as long as you proceed with\xa0caution.'}"
766,{'title': 'How to Procrastinate ‘Strategically’ for Better\xa0Outcomes nan'}
767,{'title': 'Four Beginner Proofreading Mistakes to\xa0Avoid What you can’t rely\xa0on…'}
768,{'title': '3 Key Elements of an Unexpected (and Unforgettable) Twist A jaw-dropping twist can lead to a memorable…'}
769,"{'title': 'Write Now With Erin Carrougher Today’s Write Now interview features Erin Carrougher, sales\xa0manager…'}"
770,{'title': 'The Ultimate Guide to a Successful MFA Application A 3-step process that will ensure you focus on\xa0the…'}
771,{'title': 'How to Level Up Your Python Skills by Learning From These Professionals Prevent staying stuck at\xa0the…'}
772,{'title': 'Advanced GUI interface with\xa0Python Getting started with more modern development interfaces with\xa0Python…'}
773,{'title': 'The Perfect Text Editor for Jupyter: A Complete Python\xa0IDE From syntax highlighting to\xa0code…'}
774,{'title': 'Traditional Versus Neural Metrics for Machine Translation Evaluation 100+ new metrics since\xa02010'}
775,{'title': 'Find Inspiration for Your Next Data Science Side\xa0Project nan'}
776,{'title': 'A Complete Guide to Cohort Analysis using BigQuery and Looker\xa0Studio Demystifying cohort analysis…'}
777,{'title': 'Apache Spark MLlib vs Scikit-learn: Building Machine Learning Pipelines Code implementations for\xa0ML…'}
778,"{'title': 'Data Curation Guide for Computer\xa0Vision <strong class=""markup--strong markup--h4-strong"">Data curation in computer vision lacks standardization</strong>'}"
779,{'title': '10 Women Working in IT and Data Share their Experience nan'}
780,{'title': 'How to Find an Apartment with a Short\xa0Commute A guide on how to make a customized commuter’s map\xa0of…'}
781,{'title': 'Ghostly Images and Qubits: A New Way to Visualize Quantum Superposition nan'}
782,{'title': 'Leverage the Power of Aggregate Use pandas aggregate to speed up your data\xa0analysis'}
783,"{'title': '4 Powerful, Unique Ways To Help You Critically Evaluate The Next Data Science Project You\xa0Come nan'}"
784,{'title': 'Why don’t your colleagues approve your mockups? UX office politics explained nan'}
785,{'title': 'Your team needs a better balance between starters and finishers Delving into the different UX mindsets…'}
786,{'title': 'The designers’ guide to development nan'}
787,{'title': 'The ability to do DIY user research is becoming a more valuable\xa0skill User Research is starting to\xa0get…'}
788,{'title': 'Fusing art & design in UX storytelling How product storytelling can solve problems and kickstart…'}
789,"{'title': '<strong class=""markup--strong markup--h3-strong"">I’m Burning $1,000 Just to Teach Every Entrepreneur the Most Important Lesson in\xa0Startups</strong> nan'}"
790,{'title': 'Skip the Promotion. Create on the Internet. The way to get the executive salary without the\xa0stress'}
791,"{'title': 'Passive Income Blueprint: How I Earn $1k+ Passively Every Month and You Can\xa0Too No gimmicks, no\xa0false…'}"
792,{'title': 'Writers Waste Years of Their Lives Before They Notice These 8\xa0Mistakes If you want to improve\xa0your…'}
793,"{'title': '<strong class=""markup--strong markup--h3-strong"">Steal My Simple Daily Writing System So You Will Never Face Idea Bankruptcy Again</strong> An article from\xa0a…'}"
794,"{'title': 'Five Uncomfortable Realities You Must Accept Before Working The Short Week\xa0Dream And even then,\xa0smart…'}"
795,{'title': '3 Storytelling Frameworks I Am Using To Transform My Content\xa0Writing And how you can incorporate them…'}
796,"{'title': 'If You’re A Mediocre Writer, Here Are 3 Reasons Why That Is Great For\xa0You. I have good news,\xa0but…'}"
797,{'title': 'How To Ride a Manta\xa0Ray And Why Becoming a Writer Late In Life Isn’t a Disadvantage'}
798,{'title': 'A Simple Approach to Hierarchical Time Series Forecasting with Machine\xa0Learning nan'}
799,{'title': '3 Quick and Easy Ways to Visualize Your Data Using\xa0Pandas nan'}
800,"{'title': 'Build a back-end with PostgreSQL, FastAPI, and\xa0Docker A step-by-step guide to develop a map-based…'}"
801,"{'title': 'Understanding Time Series\xa0Trend Deterministic trends vs stochastic trends, and how to deal with\xa0them'}"
802,{'title': 'Is Logistic Regression A Regressor or A Classifier? Let’s End the\xa0Debate From two different perspectives and with 3\xa0rounds'}
803,{'title': '“ML-Everything”? Balancing Quantity and Quality in Machine Learning Methods for\xa0Science nan'}
804,{'title': 'A Decade of Knowledge Graphs in Natural Language Processing An overview of the research landscape…'}
805,{'title': 'The Difficulties of Monitoring Machine Learning Models in Production nan'}
806,{'title': 'Hacking Causal Inference: Synthetic Control with ML approaches Test Effectiveness of any Treatment…'}
807,{'title': 'Maximum Likelihood Estimation for Beginners (with R\xa0code) Intuitive explanation of maximum likelihood…'}
808,{'title': 'Running a Stable Diffusion Cluster on GCP with tensorflow-serving (Part\xa02) Creating the artifacts and…'}
809,{'title': 'Generate a 3D Mesh of a Geographic Area From a digital elevation model to a 3D\xa0mesh'}
810,{'title': 'Deploying SageMaker Endpoints With Terraform Infrastructure as Code With Terraform'}
811,{'title': 'Hill Climbing Optimization Algorithm Simply Explained The intuition behind one of the most\xa0popular…'}
812,{'title': 'The Critical Role of Loss Function Selection in Creating Accurate Time Series Forecasts nan'}
813,{'title': 'Evolutionary Multi-Objective Optimization with Rake Selection A method for well-distributed…'}
814,{'title': 'Multi-regional source of\xa0truth Multi-regional BI solution with BigQuery as\xa0DWH'}
815,"{'title': 'Circling back on design and everything else Everywhere,'}"
816,{'title': 'Character creation\xa0UX A guide to CCIs in game\xa0design.'}
817,{'title': '60 Seconds with My Former Boss That Changed His Reality\xa0Forever “Is it true you walked past my\xa0house…'}
818,{'title': 'The 8 Meaningless Corporate Phrases You’ll Hear At Every\xa0Meeting How many can you score in a\xa0quick…'}
819,{'title': '5 Changes I’m Making So My Solopreneur Biz Prints [More]\xa0Money I didn’t anticipate this.'}
820,{'title': '4 Dead-Simple Documents That Fortify My Writing Game\u200a—\u200aEasy Can Be\xa0Mighty Saving me thousands of…'}
821,"{'title': 'Freelance Writing vs Writing on Content Platforms\u200a—\u200aWhich Is Good for\xa0You? First, let’s look at\xa0the…'}"
822,"{'title': '<strong class=""markup--strong markup--h3-strong"">Embrace the Chaos. Write from the\xa0Moment.</strong> A chaotic life has more perks for online writers than\xa0you…'}"
823,{'title': 'A 15-Minute Exercise to Discover What You Want to Write\xa0About Use ChatGPT to Help Define Your\xa0Writing…'}
824,"{'title': 'You Have Questions, I May Have\xa0Answers This Week In Writing, we celebrate International Question\xa0Day…'}"
825,{'title': 'Lessons That I Learned From Writing a Children’s Picture\xa0Book Sharing both the successes and obstacles…'}
826,{'title': 'An Intentional Approach To Creative Development How focal awareness of one’s responsibilities can…'}
827,{'title': 'Graph ML in 2023: The State of\xa0Affairs Hot trends and\xa0major…'}
828,{'title': 'Human-Learn: Rule-Based Learning as an Alternative to Machine\xa0Learning Incorporate Domain Knowledge…'}
829,{'title': 'Generating Knowledge Graphs with Wikipedia A Python Guide to Quickly Generate Knowledge Graphs'}
830,{'title': 'Decision Trees for Classification\u200a—\u200aComplete\xa0Example A detailed example how to construct a Decision Tree for classification'}
831,{'title': 'Multi-Stage Approach to Building Recommender Systems Discover state-of-the-art approaches to building…'}
832,"{'title': 'When Point Forecasts Are Completely Useless While point forecasts are very popular, be aware of\xa0some…'}"
833,"{'title': 'Want to Start a Side Hustle in 2023, Read\xa0This A simple yet effective guide that can help you to\xa0start…'}"
834,"{'title': 'Creating Alongside Your Full-Time Is the Cheatcode It’s not time you lack, it’s the direction'}"
835,{'title': 'Here’s How Successful Creators Master Consistency (Almost Unconsciously) It’s not about\xa0working…'}
836,{'title': 'How To Add Header Styles to Google Docs (and Why You\xa0Should) Header styles help you optimize\xa0your…'}
837,{'title': '5 Underrated Tips Nobody Talks About Content\xa0Creation #4 Your content’s quality is not defined by\xa0the…'}
838,{'title': 'Ocean’s Eleven Remake Is a Masterclass on Story Structure nan'}
839,"{'title': 'How Writing Is Like Baking\xa0Bread As the holidays approach, there has been a lot of baking in my\xa0house…'}"
840,"{'title': 'When The Writers You Don’t Admire Get You\xa0Down It’s all too easy to become resentful, but\xa0don’t'}"
841,{'title': '4 Ways In Which Returning To Writing After Breaks Can Be\xa0Useful Pauses\u200a—\u200acircumstantial or deliberate…'}
842,"{'title': 'The Meaning Behind Logistic Classification, from\xa0Physics Why do we use the logistic and\xa0softmax…'}"
843,{'title': 'Introducing PyCircular: A Python Library for Circular Data\xa0Analysis Circular data can present\xa0unique…'}
844,{'title': 'The Secret to Improved NLP: An In-Depth Look at the nn.Embedding Layer in\xa0PyTorch Dissecting the…'}
845,{'title': 'A Brief Introduction to Neural Networks: A Classification Problem A practical beginner guide to\xa0Neural…'}
846,{'title': 'A step-by-step guide to develop a map-based application (Part\xa0I) The proof-of-concept\u200a—\u200aBuild\xa0a…'}
847,{'title': 'How to Use Micro-Credentials to Get Your Foot in the Door as a New Data Scientist Micro-credentials…'}
848,{'title': 'Fixing Prophet’s Forecasting Issue Step 1: Constrain the Insane\xa0Trend'}
849,{'title': 'Dockerizing Apache Zeppelin and Apache Spark for Easy Deployment Learn How To Build a Portable\xa0and…'}
850,{'title': 'Easy Method of Edge Detection in OpenCV\xa0Python Using Canny Edge Detection Efficiently'}
851,{'title': 'How to send tabular time series data to Apache Kafka with Python and\xa0Pandas Use Python and Pandas\xa0to…'}
852,{'title': 'How to build a Shazam-like Telegram Bot using\xa0Python A tutorial to create and deploy a telegram\xa0bot…'}
853,{'title': 'Anomaly Detection using Sigma Rules (Part 1): Leveraging Spark SQL Streaming Sigma rules are used\xa0to…'}
